guidance,conjunto,requested_bin,requested_centre,seed_row,seed_smiles,seed_value,generated,valid,generated_value,obtained_delta,is_copy
1.0,ESOL,0,-1.2959600001573561,27,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,4.515300000000004,NC(=O)CC12C=C3C(CCC1)CCC3C1CCCC(O)C12,True,2.775500000000001,-1.7398000000000033,False
1.0,ESOL,0,-1.2959600001573561,28,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,5.279700000000005,CCC(C=CC(C)=O)C12CCCC1C1C(=O)C(C#N)CCC12C,True,4.083080000000003,-1.196620000000002,False
1.0,ESOL,0,-1.2959600001573561,29,CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,2.218100000000003,CC1CC(CO)C(C2CC(OCC3(CO)CCCCC3O)CO2)C1,True,1.7286999999999997,-0.48940000000000317,False
1.0,FreeSolv,0,-1.2959600001573561,30,CO,-0.3915,C=C(NC(O)=CSN=CN[SH](SN=C[SH](N)SS[SH](C)S(C)(N)SN(C)C[SH](N)NS(=C)C=CSNS)[SH](S)C=C[SH](C)S)SCNNCSN[SH](N)(=O)OC=CN=CSC,True,7.40770000000001,7.79920000000001,False
1.0,FreeSolv,0,-1.2959600001573561,31,CCCC,1.8064,COCCNC(=O)CCC1NC(C)CCC1CO,True,0.27820000000000095,-1.5281999999999991,False
1.0,FreeSolv,0,-1.2959600001573561,32,C#CCC,1.0295999999999998,C#CCNC(=O)NC(CO)CNC(=O)CN(C)C=CC=C(Br)CSCCCCNCC,True,1.2431000000000003,0.21350000000000047,False
1.0,FreeSolv,0,-1.2959600001573561,33,CN(C)C,0.17779999999999996,CN(C(=O)CCNCCS(N)(=O)=O)C1=CCOC1C=O,True,-1.8053999999999966,-1.9831999999999965,False
1.0,FreeSolv,0,-1.2959600001573561,34,C=CC(=C)C,1.7485,COC(=O)CC(O)Cc1ccc(C)cc1SC,True,2.18342,0.43492,False
1.0,FreeSolv,0,-1.2959600001573561,35,CCCCO,0.7787999999999999,CCCCS(=O)(=O)CNC(=O)NCCC=C(N)CC,True,1.1007000000000002,0.3219000000000003,False
1.0,FreeSolv,0,-1.2959600001573561,36,CCC(O)CC,1.1673,CCCC(N)(NC(C)=O)C(=O)NCCC(C)C,True,0.7399000000000004,-0.42739999999999956,False
1.0,FreeSolv,0,-1.2959600001573561,37,CCCOC=O,0.5694,CCCSN(N)CC#Cc1c(N)cccc1N(C)CC(=O)OCC(C)C,True,2.4896000000000003,1.9202000000000004,False
1.0,FreeSolv,0,-1.2959600001573561,38,C1CCOCC1,1.1869,CCCN(C)S(=O)(=O)NC1=NC1C,True,-0.03680000000000039,-1.2237000000000005,False
1.0,FreeSolv,0,-1.2959600001573561,39,C1=CC=CCC=C1,2.0587,NS(=O)(=O)c1cc(F)cc(NC2CC=CCC2)c1,True,1.9937000000000005,-0.0649999999999995,False
1.0,FreeSolv,0,-1.2959600001573561,40,CCCC(=O)OC,0.9595,CC(=O)CNC(=O)COC(=O)NCC(=O)C(C)COCC(C)CC(C)C,True,1.3218000000000003,0.3623000000000003,False
1.0,FreeSolv,0,-1.2959600001573561,41,CC(=O)OC(C)C,0.9579,CC(=O)NCC(=O)NCc1ccc(OC(C)C)cc1,True,1.2260999999999997,0.26819999999999977,False
1.0,FreeSolv,0,-1.2959600001573561,42,CCCCCCC,2.976700000000002,CCC(CC(CNC(=O)COCC(=O)N(CC)CC)SC)C(N)=O,True,0.6208000000000017,-2.3559,False
1.0,FreeSolv,0,-1.2959600001573561,43,CCCCO[N+](=O)[O-],0.9948,C=CCNC(=O)Cn1nc(C)cc1OCCC,True,1.282519999999999,0.287719999999999,False
1.0,FreeSolv,0,-1.2959600001573561,44,Cc1ccccc1C,2.30344,COc1ccccc1-c1cccc(C)c1CNS(N)(=O)=O,True,1.9637199999999995,-0.3397200000000007,False
1.0,FreeSolv,0,-1.2959600001573561,45,Oc1ccccc1Cl,2.0456000000000003,Oc1ccc(O)c(-c2ccccc2F)c1O,True,2.6095,0.5638999999999998,False
1.0,FreeSolv,0,-1.2959600001573561,46,Oc1ccc(Cl)cc1,2.0456,NS(=O)(=O)c1ccc(C2C=CC(=CO)C=N2)cc1,True,1.4576000000000002,-0.5879999999999996,False
1.0,FreeSolv,0,-1.2959600001573561,47,COc1cccc(O)c1,1.4007999999999998,Oc1cccc(Oc2ccccc2O)c1,True,2.8901000000000003,1.4893000000000005,False
1.0,FreeSolv,0,-1.2959600001573561,48,Cc1cccc(C)c1O,2.00904,NC(=O)c1ccc(F)cc1C(O)c1ccccc1,True,2.0063,-0.0027400000000001867,False
1.0,FreeSolv,0,-1.2959600001573561,49,O=Cc1ccc(O)cc1,1.2047,CN(C)CS(=O)(=O)c1ccc(O)c(C(=O)c2ccccc2)c1,True,1.9160000000000001,0.7113,False
1.0,FreeSolv,0,-1.2959600001573561,50,c1ccc2c(c1)CCC2,2.1753,NS(=O)(=O)c1cccc(CCCc2ccccc2)c1,True,2.5093000000000005,0.3340000000000005,False
1.0,FreeSolv,0,-1.2959600001573561,51,O=[N+]([O-])c1cccc(O)c1,1.3004,COCCCNC(=O)NC(C)=CC=CS(C)(=O)=O,True,0.7842000000000002,-0.5161999999999998,False
1.0,FreeSolv,0,-1.2959600001573561,52,COC(=O)c1ccccc1,1.4732,COCCC(O)NC(=O)C12C=CC=C(C=CC1F)O2,True,0.5745000000000001,-0.8986999999999999,False
1.0,FreeSolv,0,-1.2959600001573561,53,CC(C)=CCC/C(C)=C\CO,2.6714000000000016,COCC(C)OC(=O)C1CC=CC(SC)=CN1,True,1.687,-0.9844000000000015,False
1.0,FreeSolv,0,-1.2959600001573561,54,CCCCCCc1ccccc1,3.809400000000003,CCCNC(=O)COCc1cccc(C2C=CC=CC2)c1,True,3.329100000000002,-0.4803000000000006,False
1.0,FreeSolv,0,-1.2959600001573561,55,c1cc2c3c(cccc3c1)CC2,2.9384000000000006,O=S1(=O)Nc2cc3ncc2C=CC=CC=C31,True,1.9111999999999998,-1.0272000000000008,False
1.0,FreeSolv,0,-1.2959600001573561,56,CCCCOC(=O)c1ccc(O)cc1,2.349100000000001,O=C(OCC(F)F)c1ccc(O)c(O)c1,True,1.5196999999999996,-0.8294000000000012,False
1.0,FreeSolv,0,-1.2959600001573561,57,CNC(=O)Oc1cccc2ccccc12,2.5580000000000007,CC(O)CNC(=O)NCCNc1cccc2ccccc12,True,1.9316999999999998,-0.626300000000001,False
1.0,FreeSolv,0,-1.2959600001573561,58,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,6.198200000000001,NC(=O)C(Oc1cccc(N)c1)c1ccc(Cl)cc1,True,2.5276000000000005,-3.6706000000000003,False
1.0,FreeSolv,0,-1.2959600001573561,59,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],4.148200000000004,CC(=O)Nc1cc(C#N)ccc1NC(=O)CCCC(C)O,True,2.00628,-2.141920000000004,False
1.0,Lipophilicity,0,-1.2959600001573561,60,CCCC1CCCCC(N)=N1,2.0863,Nc1nc(CCCO)c(Br)c2c1CCCC2,True,2.2300000000000004,0.14370000000000038,False
1.0,Lipophilicity,0,-1.2959600001573561,61,O=c1c2ccccc2[se]n1-c1ccccc1,2.0477,NC(=O)CNC(=O)c1cccc(-n2ncc3ccccc3c2=O)c1,True,0.6007999999999993,-1.4469000000000005,False
1.0,Lipophilicity,0,-1.2959600001573561,62,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,1.4230200000000002,CC1C=NC(SCC(N)=O)=CC(=O)C(C(N)=O)=CN1,True,-0.9528999999999992,-2.3759199999999994,False
1.0,Lipophilicity,0,-1.2959600001573561,63,O=C1Nc2ccccc2B(O)N1c1ccccc1,1.4262,CNS(=O)(=O)CC(=O)Nc1ccccc1NCc1ccccc1,True,1.7863999999999993,0.3601999999999994,False
1.0,Lipophilicity,0,-1.2959600001573561,64,CCN(CC)c1ccc2cc(C(C)=O)c(=O)oc2c1,2.841800000000001,COC(=O)Cc1ccc2cc(OC(=O)CO)c(=O)oc2c1,True,0.40620000000000017,-2.435600000000001,False
1.0,Lipophilicity,0,-1.2959600001573561,65,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,3.4780000000000024,C=CC=CC=CC(N)C(=O)OC12CCC(C1)C(O)C2,True,1.4587999999999999,-2.0192000000000023,False
1.0,Lipophilicity,0,-1.2959600001573561,66,CCn1c2ccccc2c2cc(NC(=O)C(C)C)ccc21,4.408900000000004,CCn1c2ccccc2c2cc(C=CC(N)=O)ccc21,True,3.312900000000001,-1.0960000000000027,False
1.0,Lipophilicity,0,-1.2959600001573561,67,N#Cc1nc(Nc2ccccc2)c(N)c(N2CCOCC2)n1,1.5106799999999998,N#Cc1cnc(N(CO)CCC(N)=O)nc1Nc1ccccc1,True,0.7234799999999995,-0.7872000000000003,False
1.0,Lipophilicity,0,-1.2959600001573561,68,O=C(O)CCC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1,2.3689,CNC(=O)CNC(=O)C1CCCN(Cc2nc(-c3cccs3)no2)C1,True,0.8722999999999996,-1.4966000000000004,False
1.0,Lipophilicity,0,-1.2959600001573561,69,CN1C(=O)CC(C)(CCc2cccc(-c3ccccc3)c2)N=C1N,3.221700000000001,CNC(=O)CNC(CCc1ccccc1C#N)C(=N)c1ccccc1,True,2.2631499999999996,-0.9585500000000016,False
1.0,Lipophilicity,0,-1.2959600001573561,70,C[C@H]1O[C@@H](n2cnc3c(N)nc(OC4CCOC4)nc32)[C@H](O)[C@@H]1O,-0.7846999999999997,Nc1nc(N)c(=O)n2c1NCN=C2OC1CC(OCCCO)CO1,True,-1.474599999999999,-0.6898999999999993,False
1.0,Lipophilicity,0,-1.2959600001573561,71,CCC[C@H](CO)Nc1nc(SCc2ccccc2)nc2nc(N)sc12,3.5337000000000014,Nc1nc(NCCO)nc2sc(SCc3ccccc3)nc12,True,2.365,-1.1687000000000012,False
1.0,Lipophilicity,0,-1.2959600001573561,72,Nc1nc(NCc2ccccc2)nc2c1nc(O)n2Cc1ccccc1,2.7745000000000006,NC=NC(=Nc1cnc(O)n1Cc1ccccc1)NCc1ccccc1,True,2.401300000000001,-0.37319999999999975,False
1.0,Lipophilicity,0,-1.2959600001573561,73,C[C@H](Nc1ncc(F)c(Nc2cc(N(C)C)[nH]n2)n1)c1ncc(F)cn1,2.2505999999999995,OC(NC1N=CC=CO1)c1nccc(Nc2cc[nH]n2)n1,True,0.4220999999999998,-1.8284999999999996,False
1.0,Lipophilicity,0,-1.2959600001573561,74,OC1(c2ccc(F)cc2)CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1,2.770200000000001,N=C1CC(C(O)c2ccccc2F)CCN1C1=NC(C(N)=O)=NN=CC=C1,True,1.38627,-1.383930000000001,False
1.0,Lipophilicity,0,-1.2959600001573561,75,CCCc1c(OCc2ccc(-c3nn[nH]n3)cc2OC)ccc(C(C)=O)c1O,3.3150000000000017,Cc1cc(-c2nn[nH]n2)ccc1OCC1C=CC=CC(=O)NC1,True,1.4123199999999996,-1.9026800000000021,False
1.0,Lipophilicity,0,-1.2959600001573561,76,CC(=O)Nc1cc2c(ccn2-c2cc(NC3CC3)n3ncc(C#N)c3n2)cc1C,3.386000000000002,COC=Cc1ccnc(C=C2CC(N)=CN=C2NC2CC2)cc1=N,True,1.91587,-1.470130000000002,False
1.0,Lipophilicity,0,-1.2959600001573561,77,Cc1ccc2c(c1)c(-c1ccnc3c(S(C)(=O)=O)cccc13)c(C)n2CC(=O)O,3.9614400000000014,NC(=O)Cn1cc2ccc3nccc4cccc(c1=CC=C2)c43,True,2.3254,-1.6360400000000013,False
1.0,Lipophilicity,0,-1.2959600001573561,78,FC(F)(F)c1cc(COCC(c2ccccc2)N2CCNCC2)cc(C(F)(F)F)c1,4.887300000000004,COc1ccc(C(COCCN2CCNCC2)N2CCOCC2)cc1,True,0.9903000000000015,-3.897000000000003,False
1.0,Lipophilicity,0,-1.2959600001573561,79,CNC(=O)C[C@H](Nc1ncc(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cc1,3.9025000000000016,N=C(N=C(N=CN1C=CCC(=O)NC1)C1CC1)Nc1ccc(F)cc1,True,2.30227,-1.6002300000000016,False
1.0,Lipophilicity,0,-1.2959600001573561,80,COc1cc2nnc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,2.5109000000000004,NS(=O)(=O)c1ccc(NC2CCN(c3cccc4nnccc34)C2)cc1,True,1.9679999999999997,-0.5429000000000006,False
1.0,Lipophilicity,0,-1.2959600001573561,81,O=C(O)C(c1ccccc1)N1CCO[C@@H](CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,4.363300000000003,CC1C(C(N)=O)OCCN1C1CC2C1C=CN2C(O)c1ccc(O)cc1,True,0.5441000000000011,-3.819200000000002,False
1.0,Lipophilicity,0,-1.2959600001573561,82,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,3.358100000000002,C=CC1CC(NC(=O)c2ccccc2OC)CN1CCCOC1=CC=COC1,True,2.8884000000000016,-0.46970000000000045,False
1.0,Lipophilicity,0,-1.2959600001573561,83,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccn1,4.483200000000004,CC1=CC=CC2C1=CC=COCC(=O)NC2CCc1ncccc1C(N)=O,True,2.2005,-2.2827000000000037,False
1.0,Lipophilicity,0,-1.2959600001573561,84,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)nc1,4.152020000000003,CN(Cc1nc2ccsc2c(=O)[nH]1)C(=O)c1ccc(-c2cccs2)nc1,True,3.380300000000002,-0.7717200000000011,False
1.0,Lipophilicity,0,-1.2959600001573561,85,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)c3c(F)cccc23)CC1,3.2631200000000016,COC=C1C=CCC(C(=O)NC2CCN(c3ccc(C#N)cc3)CC2)=CNC1,True,2.60698,-0.6561400000000015,False
1.0,Lipophilicity,0,-1.2959600001573561,86,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4c(Cl)cccc4Cl)cc3)c2s1,4.800000000000003,NC(=O)C1=CC=CCCCNC(=O)CCn2c(cc(=O)[nH]c2=O)C=C1,True,-0.18219999999999986,-4.982200000000003,False
1.0,Lipophilicity,0,-1.2959600001573561,87,COCc1ccoc1C(=O)N(c1ccc(OC)cc1OC)C(C(=O)NC[C@@H](C)O)c1ccccc1F,3.4674000000000023,COc1ccc2c(c1)C(C(=O)NCCO)N(c1ccccc1OC)C2,True,1.8736,-1.5938000000000023,False
1.0,Lipophilicity,0,-1.2959600001573561,88,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)OCc2ccncc2)c1=O)C(=O)C(F)(F)F,3.9312000000000022,Cc1cnccc1COCC1c2ccccc2C(=O)N1CC(=O)NC(C)C,True,2.6283200000000004,-1.3028800000000018,False
1.0,Lipophilicity,0,-1.2959600001573561,89,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,8.833200000000007,CCC1C(C)OCCN1CCCNS(=O)(=O)C1=CC=C2CC(N)=CC21,True,1.4816000000000003,-7.351600000000007,False
1.0,ESOL,5,-0.34654998779296875,0,ICI,1.8139,CC(C=C1C=C(N)C(Br)=CN1)NC(=O)CCNC(=O)CC#N,True,0.47708000000000006,-1.33682,False
1.0,ESOL,5,-0.34654998779296875,1,C=CC(C)C,1.8284,CC(C)C=Cc1sccc1SCC(C#N)C(F)F,True,4.914280000000003,3.085880000000003,False
1.0,ESOL,5,-0.34654998779296875,2,CCCCCCl,2.415400000000001,CC(=O)NCCCSC(C)CCCCC(C)C,True,3.8507000000000033,1.4353000000000025,False
1.0,ESOL,5,-0.34654998779296875,3,C=CCCC=C,2.1386000000000003,C=CCNCC1CC=C(Br)C=C1SCC,True,3.697700000000003,1.5591000000000026,False
1.0,ESOL,5,-0.34654998779296875,4,O=Cc1ccco1,1.0920999999999998,CNC(=O)Cc1cc(-c2ccco2)ccc1Br,True,2.997600000000001,1.9055000000000013,False
1.0,ESOL,5,-0.34654998779296875,5,CCCOCCC,1.823,CCCOCCOCCCNC(CCO)C(C)C,True,1.8162999999999998,-0.00670000000000015,False
1.0,ESOL,5,-0.34654998779296875,6,Nc1ccccc1O,0.9743999999999999,N#CC=CC1=C(c2ccc(O)c(N)c2)CNC(F)=CC=C1,True,2.77808,1.8036800000000002,False
1.0,ESOL,5,-0.34654998779296875,7,CCc1ccccn1,1.644,N#CC=C1C=NC(c2ccc(OCC(F)F)cn2)=C1,True,2.6007800000000003,0.9567800000000004,False
1.0,ESOL,5,-0.34654998779296875,8,O=c1cc[nH]c(=O)[nH]1,-0.9368000000000001,COCCC(=O)NC=CC=COC1C=CNC(=O)C1,True,0.5852999999999997,1.5220999999999998,False
1.0,ESOL,5,-0.34654998779296875,9,CN(C)c1ccccc1,1.7526,CC(O)c1cccc(CNc2ccccc2C#N)c1,True,3.2236800000000017,1.4710800000000017,False
1.0,ESOL,5,-0.34654998779296875,10,Cn1ccc(=O)[nH]c1=O,-0.9264000000000001,CC1=Cc2cc(C(=O)N(C)C)ccc2NC1,True,2.2172,3.1436,False
1.0,ESOL,5,-0.34654998779296875,11,C1CCC2CCCCC2C1,3.3668000000000022,N#CCOc1ccc(C(=O)NCC2CCCC2)c(Br)c1,True,3.271480000000002,-0.09532000000000007,False
1.0,ESOL,5,-0.34654998779296875,12,Cc1ccccc1C(C)C,3.118420000000002,CC(=O)c1ccccc1-c1ccccc1C(C)C,True,4.679600000000003,1.5611800000000011,False
1.0,ESOL,5,-0.34654998779296875,13,Brc1ccc2ccccc2c1,3.6023000000000014,O=C(CCO)c1cc2ccccc2c2ccccc12,True,3.5581000000000023,-0.04419999999999913,False
1.0,ESOL,5,-0.34654998779296875,14,CC12CCC(CC1)C(C)(C)O2,2.7441000000000013,C#CCOC(=O)C1C2CCCC2C1(C)OC(C)(C)C,True,2.782700000000001,0.038599999999999746,False
1.0,ESOL,5,-0.34654998779296875,15,CC1=CC(=O)c2ccccc2C1=O,2.0119000000000002,C#CCOC(=O)C=C(C)c1ccccc1C(=O)CC(=C)C,True,3.4152000000000022,1.403300000000002,False
1.0,ESOL,5,-0.34654998779296875,16,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1.5170199999999998,CC(=O)Nc1ccc(F)c(C(=O)NCC(C)O)c1,True,0.8946999999999998,-0.62232,False
1.0,ESOL,5,-0.34654998779296875,17,Cc1cccc2c1Cc1ccccc1-2,3.566220000000002,CC(=O)N(C)C=CC=C(C)CCc1ccccc1,True,3.5575000000000028,-0.008719999999999395,False
1.0,ESOL,5,-0.34654998779296875,18,Nc1cnn(-c2ccccc2)c(=O)c1Br,1.5772000000000002,Nc1cnn(-c2ccccc2Br)c(=O)c1N,True,1.1594,-0.41780000000000017,False
1.0,ESOL,5,-0.34654998779296875,19,Cc1cccc2c1ccc1ccccc12,4.301420000000003,CN(C=CC#N)C=CC=C1C=c2cc(N)ccc2=CC1,True,1.6426800000000001,-2.6587400000000025,False
1.0,ESOL,5,-0.34654998779296875,20,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,1.6708799999999997,CC(C)Nc1nc(NCC#N)nc(N(C)C)n1,True,0.6933799999999997,-0.9775,False
1.0,ESOL,5,-0.34654998779296875,21,C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,1.6835999999999995,CC(C)=CC1C(=O)NC(=O)C1(C)O,True,-0.023800000000000154,-1.7073999999999998,False
1.0,ESOL,5,-0.34654998779296875,22,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,3.1887000000000016,CC(C)Nc1nc(S(C)=O)nn1C(C)C,True,1.4166999999999996,-1.772000000000002,False
1.0,ESOL,5,-0.34654998779296875,23,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,2.1218000000000004,COC(=O)C(SCC(=O)OC(C)C)C(=O)OC(C)C,True,1.1643999999999997,-0.9574000000000007,False
1.0,ESOL,5,-0.34654998779296875,24,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,5.763040000000005,N#Cc1cccc2c1ccc1ccc3ccccc3c12,True,5.017880000000003,-0.745160000000002,False
1.0,ESOL,5,-0.34654998779296875,25,CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21,2.817140000000001,Cc1ccncc1C(C)NC(=O)c1cccnc1N,True,1.8582199999999998,-0.9589200000000013,False
1.0,ESOL,5,-0.34654998779296875,26,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,3.6038000000000023,CC(=O)NCCOc1ccc(Oc2ccc(C#N)cc2)cc1,True,2.8654800000000016,-0.7383200000000008,False
1.0,ESOL,5,-0.34654998779296875,27,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,4.515300000000004,CC1=CCC(C2CC(=O)C3CCCC3C2)C(C)C(O)CCC1,True,4.515300000000004,0.0,False
1.0,ESOL,5,-0.34654998779296875,28,CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,5.279700000000005,CC(=O)C1CCC1C1C2CCC(=O)C=C2C=C2C(C)CC(C)C21,True,4.355400000000004,-0.9243000000000015,False
